name,country,state,address,reg_no,product_codes,device_names,device_class,specialty,k_numbers,source
"GEXPRO, a Division of REXEL USA, Inc.",US,WI,W134 N5450 Campbell Drive Menomonee Falls WI US 53051,3007545404,KPQ; QKB; LNH; KPS; JAK; LLZ; QIH,System; Simulation; Radiation Therapy; Radiological Image Processing Software For Radiation Therapy; Nuclear Magnetic Resonance Imaging; Tomography; Computed; Emission; X-Ray; Image Processing; Radiological; Automated Radiological Image Processing Software,2,Radiology,,openFDA
BIOMERICS FMI,US,TX,1605/1704/1700 Enterprise St. Athens TX US 75751,1646831,KOE; EZN; FED; EYB; DQO; OMZ; DQY; OZT; LRC; PNZ; KOD; FAD; LJE; PNO; LIT,Dilator; Urethral; Catheter; Ureteral; Endoscopic Access Overtube; Gastroenterology-Urology; Gastro-Urology; Intravascular; Diagnostic; Pulmonary (Pulmonic) Valvuloplasty Catheters/Percutaneous Valvuloplasty Catheter; Percutaneous; Balloon Aortic Valvuloplasty; Instrument; Ent Manual Surgical; Eustachian Tube Balloon Dilation Device; Urological; Stent; Nephrostomy; Cutting/Scoring; Angioplasty; Peripheral; Transluminal,2; 1; U,"Gastroenterology, Urology; Cardiovascular; Ear, Nose, Throat; Unknown",,openFDA
GMI CORPORATION,US,IN,700 International Dr Franklin IN US 46131,3011743372,PZR; BWK; QHH; GZT; GCY; GEI,Percutaneous Nerve Stimulator For Opioid Withdrawal; Stimulator; Electro-Acupuncture; Non-Implanted Nerve Stimulator For Pain Associated With Irritable Bowel Syndrome (Ibs); Retractor; Self-Retaining; For Neurosurgery; Apparatus; Suction; Single Patient Use; Portable; Nonpowered; Electrosurgical; Cutting & Coagulation & Accessories,2; U; 1,"Neurology; Unknown; Gastroenterology, Urology; General, Plastic Surgery",,openFDA
ELITechGroup Inc,US,UT,370 West 1700 South LOGAN UT US 84321,1717966,KHS; JIX; CEM; CIT; JJE; JGS; JJY; CGZ; JJP; CHH; CHL; PPM,Enzymatic; Carbon-Dioxide; Calibrator; Multi-Analyte Mixture; Electrode; Ion Specific; Potassium; Nadh Oxidation/Nad Reduction; Ast/Sgot; Analyzer; Chemistry (Photometric; Discrete); For Clinical Use; Sodium; Multi-Analyte Controls; All Kinds (Assayed); Ion-Specific; Chloride; Ion Selective (Non-Specified); Enzymatic Esterase--Oxidase; Cholesterol; Electrode Measurement; Blood-Gases (Pco2; Po2) And Blood Ph; General Purpose Reagent,2; 1,Clinical Chemistry; Pathology,,openFDA
ARROWHEAD ATHLETICS,US,MA,220 Andover St ANDOVER MA US 01810,1221539,KGX; FQM,Tape And Bandage; Adhesive; Bandage; Elastic,1,General Hospital,,openFDA
STONER INCORPORATED,US,PA,1070 Robert Fulton Hwy Quarryville PA US 17566,3000538043,EAT; ECN,Tester; Pulp; Clamp; Wire; Orthodontic,2; 1,Dental,,openFDA
"ULTIMATE WIREFORMS, INC.",US,CT,200 CENTRAL ST. Bristol CT US 06010,1221844,DZD; ECN; ECO; DZC,Tube; Orthodontic; Clamp; Wire; Spring,1,Dental,,openFDA
Kerr Corporation,US,CA,1717 W Collins Ave ORANGE CA US 92867,2024312,DYH; DZN,Adhesive; Bracket And Tooth Conditioner; Resin; Instruments; Dental Hand,2; 1,Dental,,openFDA
"Pioneer Surgical Technology, Inc.",US,MI,375 RIVER PARK CIRCLE Marquette MI US 49855,1833824,NKG; KWP; FZO; HWC; HXX; HTZ; HWX; HWR; HTC; JDQ; LYQ; FZT; HTJ; HTW; HXC; KTZ; ODP; MAX; FSM; HRS; HWJ; NKB; LXH; GAD; HWT; GAQ; HXW; KWQ; OLO; FTY; HWN; LRP; FZX; HTD; HXG,Posterior Cervical Screw System; Appliance; Fixation; Spinal Interlaminal; Chisel; Surgical; Manual; Screw; Bone; Screwdriver; Instrument; Cutting; Orthopedic; Tap; Driver; Prosthesis; Pliers; Cerclage; Accessories; Spinal Intervertebral Body; Cutter; Gauge; Depth; Bit; Drill; Wrench; Caliper; Intervertebral Fusion Device With Bone Graft; Cervical; Lumbar; Tray; Plate; Awl; Thoracolumbosacral Pedicle Screw System; Orthopedic Manual Surgical Instrument; Retractor; Template; Suture; Nonabsorbable; Steel; Monofilament And Multifilament; Sterile; Bender; Orthopedic Stereotaxic Instrument; Tape; Measuring; Rulers And Calipers; Compression; Guide; Forceps; Tamp,2; 1,"Orthopedic; General, Plastic Surgery; Neurology",,openFDA
"Structure Medical, LLC.",US,NC,111 Cayuga Dr. Mooresville NC US 28117,3007993775,HRS; HWC; NQW; LLZ; OLO; LXT; MAX; KWQ; OZI; OBT; OVE; OVD; MQP; KWI; NKB; PML; MNH; KWP; MNI; OSH; KTT; HTY; HSB; JDW; HTN; KYI; ODP; HRX; HSX; HWN; HWX; MBI; JDR; JDO; NKG; FZX; HWB; LXH; GFG; KWT; KWS; JDC; MBF,Plate; Fixation; Bone; Screw; Orthosis; Spine; Laminoplasty; Metal; System; Image Processing; Radiological; Orthopedic Stereotaxic Instrument; Appliance; Nail/Blade/Plate Combination; Multiple Component; Metal Composite; Intervertebral Fusion Device With Bone Graft; Lumbar; Spinal Intervertebral Body; Internal Hinged Elbow Fixator; Growth Control; Pediatric; Epiphysiodesis; Intervertebral Fusion Device With Integrated Fixation; Cervical; Spinal Vertebral Body Replacement Device; Prosthesis; Elbow; Hemi-; Radial; Polymer; Thoracolumbosacral Pedicle Screw System; Bone Cement; Posterior Screw Augmentation; Spondylolisthesis Spinal Fixation; Spinal Interlaminal; Spinal Pedicle Fixation; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis; Pin; Smooth; Rod; Intramedullary And Accessories; Threaded; Washer; Bolt Nut; Wrist; Carpal Trapezium; Arthroscope; Knee; Femorotibial; Non-Constrained; Cemented; Metal/Polymer; Instrument; Compression; Tap; Fastener; Nondegradable; Soft Tissue; Staple; Device; Proximal Femoral; Implant; Posterior Cervical Screw System; Guide; Surgical; Extractor; Orthopedic Manual Surgical Instrument; Bit; Shoulder; Metal/Polymer Cemented; Semi-Constrained; Constrained; Uncemented,2; 1,"Orthopedic; Radiology; Neurology; General, Plastic Surgery",,openFDA
MACK MOLDING COMPANY,US,VT,608 WARM BROOK RD. ARLINGTON VT US 05250,3000236920,MBH; JWH; HWT; HXX; FSM; NJL; GEI; LNR; LZO; LWJ; MEH; KWY; JDI; KWL; LPH; KWZ; HTE; KSZ; LXH; KSN; HTJ,Prosthesis; Knee; Patello/Femorotibial; Semi-Constrained; Uncemented; Porous; Coated; Polymer/Metal/Polymer; Patellofemorotibial; Cemented; Template; Screwdriver; Tray; Surgical; Instrument; Metal/Polymer; Mobile Bearing; Electrosurgical; Cutting & Coagulation & Accessories; System; Photopheresis; Extracorporeal; Hip; Metal/Ceramic/Polymer; Cemented Or Non-Porous; Metal / Polymer; Non-Porous; Calcium Phosphate; Hemi-; Femoral; Cemented Or Uncemented; Metal; Porous Uncemented; Constrained; Elevator; Test; Automated Blood Grouping And Antibody; Orthopedic Manual Surgical Instrument; Centrifuge; Cell-Washing; Automated For Immuno-Hematology; Gauge; Depth,2; 1; 3,"Orthopedic; General, Plastic Surgery; Unknown; Hematology",,openFDA
KEYSTONE MANUFACTURING,US,MI,6387 Technology Ave Ste B Kalamazoo MI US 49009,3008236846,ILO; HWC; FZP; DSS; HWE; JAQ; NEU; LXC; FTY; OMP; HRS; JDR; KXK,Pack; Hot Or Cold; Water Circulating; Screw; Fixation; Bone; Clip; Implantable; Vascular; Instrument; Surgical; Orthopedic; Ac-Powered Motor And Accessory/Attachment; System; Applicator; Radionuclide; Remote-Controlled; Marker; Radiographic; Monitor; Pressure; Intracompartmental; Tape; Measuring; Rulers And Calipers; Negative Pressure Wound Therapy Powered Suction Pump; Plate; Staple; Source; Brachytherapy,2; 1; U,"Physical Medicine; Orthopedic; General, Plastic Surgery; Cardiovascular; Radiology; Unknown",,openFDA
Avalign Additive / Slice Manufacturing Studios,US,OH,1810 Triplett Blvd Akron OH US 44306,3013413393,OUR; OQI; LZO; OQG; LPH; OVD; MAX; HRS,Sacroiliac Joint Fixation; Hip; Semi-Constrained; Cemented; Metal/Ceramic/Polymer + Additive; Porous Uncemented; Prosthesis; Metal/Ceramic/Polymer; Cemented Or Non-Porous; Uncemented; Hip Prosthesis; Metal/Polymer; + Additive; Porous; Intervertebral Fusion Device With Integrated Fixation; Lumbar; Intervertebral Fusion Device With Bone Graft; Plate; Fixation; Bone,2,Orthopedic,,openFDA
Arthrex Logistic Center,US,FL,14550 Plantation Road Fort Myers FL US 33912,3009423112,JQO; KNW; JQC,Balance; Analytical; Instrument; Biopsy; Centrifuges (Micro; Ultra; Refrigerated) For Clinical Use,1; 2,"Clinical Chemistry; Gastroenterology, Urology",,openFDA
Medartis Inc.,US,IN,1195 Polk Drive Warsaw IN US 46582,3009540749,HTJ; HXL; KWP; NKB; HXB; HXD; HWQ; HWX; HWC; FZO; HWA; FZX; KIK; HRS; HWJ; LXH; FSM; GAD; GFC; HWB; GFG; HSB; HWM; HTH; FTY; HXX; HXW; HTY; HXP; GAH,Gauge; Depth; Mallet; Appliance; Fixation; Spinal Interlaminal; Thoracolumbosacral Pedicle Screw System; Probe; Clamp; Passer; Tap; Bone; Screw; Chisel; Surgical; Manual; Impactor; Guide; Instrument; Hook; Plate; Awl; Orthopedic Manual Surgical Instrument; Tray; Retractor; Driver; Pin; Extractor; Bit; Rod; Intramedullary And Accessories; Osteotome; Protractor; Tape; Measuring; Rulers And Calipers; Screwdriver; Bender; Smooth; Bending Or Contouring; Stylet; General & Plastic Surgery,1; 2,"Orthopedic; General, Plastic Surgery",,openFDA
"Microbiologics, Inc.",US,KY,1040 Manchester St LEXINGTON KY US 40508,1050138,OHQ; JTS; JTR,Multi-Analyte Controls Unassayed; Stains; Microbiologic; Kit; Quality Control For Culture Media,1,Clinical Chemistry; Hematology; Microbiology,,openFDA
CIRTEC MEDICAL,US,MN,9315 Winnetka Ave N Brooklyn Park MN US 55445,3024996452,JXE; GWF; GZL; GZF; GYC; QPP; MNQ,Device; Nerve Conduction Velocity Measurement; Stimulator; Electrical; Evoked Response; Electrode; Depth; Peripheral Nerve; Implanted (Pain Relief); Cortical; Implantable Post-Surgical Kinematic Measurement Knee Device; Hypoglossal Nerve; Implanted; Apnea,2; 3,Neurology; Orthopedic; Unknown,,openFDA
ADDEV Materials Healthcare,US,WI,W140 N9504 Fountain Blvd. Menomonee Falls WI US 53051,2183564,NKJ; KGX; LWF; EXG; NTX,Cushion; Pad; Denture; Wax Impregnated Cotton; Over The Counter; Tape And Bandage; Adhesive; Dilator; Nasal; Bag; Urine Collecting; Ureterostomy; Nursing Pad; Polyurethane Pad With Starch Copolymer; Glycerin; And Surfactant (F-68),1,"Dental; General Hospital; Ear, Nose, Throat; Gastroenterology, Urology",,openFDA
Sterling Medical Products,US,IL,401 MARKET ST. Prophetstown IL US 61277,1422598,KME; FCN; OJF; PWY; KDD,Bedding; Disposable; Medical; Urinary Drainage Collection Kit; For Indwelling Catheter; Hysterectomy Kit; Lumbar Puncture Tray (Adult & Pediatric); Kit; Surgical Instrument,1; 2,"General Hospital; Gastroenterology, Urology; Obstetrics/Gynecology; General, Plastic Surgery",,openFDA
"BIOMET, INC.",US,IN,56 E Bell Dr WARSAW IN US 46581,1825034,JEY; DZL; GCY; MQN; HRS; HWC; JDR; GXN; NHB; HBE; GXR; HBW; GWO; HTN; MBI; LOD; JDC; DZE; NEI; MBB; FZT,Plate; Bone; Screw; Fixation; Intraosseous; Apparatus; Suction; Single Patient Use; Portable; Nonpowered; External Mandibular Fixator And/Or Distractor; Staple; Cranioplasty; Preformed; Non-Alterable; Polymer; Ear; Nose And Throat; Synthetic; Absorbable; Drills; Burrs; Trephines & Accessories (Simple; Powered); Cover; Burr Hole; Fastener; Alterable; Washer; Bolt Nut; Nondegradable; Soft Tissue; Bone Cement; Prosthesis; Elbow; Constrained; Cemented; Implant; Endosseous; Root-Form; Condyle; Mandibular; Temporary; Antibiotic; Cutter; Surgical,2; 1,"Dental; General, Plastic Surgery; Orthopedic; Neurology; Ear, Nose, Throat",,openFDA
AXCESOR LLC,US,WI,W134N5345 Campbell Drive Menomonee Falls WI US 53051,2134752,EMF; CCK; DSA; BTA; CAP; BTL; DQA,Knife; Surgical; Analyzer; Gas; Carbon-Dioxide; Gaseous-Phase; Cable; Transducer And Electrode; Patient; (Including Connector); Pump; Portable; Aspiration (Manual Or Powered); Monitor; Airway Pressure (Includes Gauge And/Or Alarm); Ventilator; Emergency; Powered (Resuscitator); Oximeter,1; 2,"General, Plastic Surgery; Anesthesiology; Cardiovascular",,openFDA
NEW LIFE DIAGNOSTICS INC.,US,CA,5909 Sea Lion Pl Carlsbad CA US 92010,3011527950,GPF; MDJ; KHW; GNH; LOO; MDT; GRX,Antigen; Agglutinating; Echinococcus Spp.; Reagents; Cysticercosis; Id; Ha; Cep; Entamoeba Histolytica & Rel. Spp.; Fluorescent Antibody Test; Schistosoma Mansoni; Reagent; Leishmanii Serological; Elisa; Trichinella Spiralis; Antisera; All Leptospira Spp.,1; 2,Microbiology,,openFDA
MCLEAN MEDICAL & SCIENTIFIC,US,MN,328 State Street Saint Paul MN US 55107,2183570,HXX; EME; EPY; GDZ; HTX; HTC; GEN; LXH; HWJ; FFO; HTJ; GFJ; GDI; HFB; GEA; MDM; DWS; GCT; FET; GAC; KDG; GDJ; GDG; LRC; HAW; LRW; KAE; FHQ; FBM; GZX; FHN; GFF; GAD; FSM; HTW,Screwdriver; Punch; Biopsy; Surgical; Speculum; Ent; Handle; Scalpel; Rongeur; Pliers; Forceps; General & Plastic Surgery; Orthopedic Manual Surgical Instrument; Awl; Retractor; Self-Retaining; Gauge; Depth; Mallet; Dissector; Gynecological; Cannula; Instrument; Manual; General Use; Instruments; Cardiovascular; Light Source; Endoscope; Xenon Arc; Endoscopic Video Imaging System/Component; Gastroenterology-Urology; Rasp; Chisel (Osteotome); Clamp; Hook; Ent Manual Surgical; Neurological Stereotaxic Instrument; Scissors; General; Holder; Needle; Gastroenterologic; Cannula And Trocar; Suprapubic; Non-Disposable; Microsurgical; Ligator; Hemorrhoidal; Bur; Tray; Bit; Drill,1; 2,"Orthopedic; Dental; General, Plastic Surgery; Gastroenterology, Urology; Obstetrics/Gynecology; Cardiovascular; Ear, Nose, Throat; Neurology",,openFDA
"Nordson MEDICAL (CA), LLC",US,CA,7612 Woodwind Drive Huntingtn Bch CA US 92647,2032228,DWF; DRE,Catheter; Cannula And Tubing; Vascular; Cardiopulmonary Bypass; Dilator; Vessel; For Percutaneous Catheterization,2,Cardiovascular,,openFDA
MAC MACHINE COMPANY,US,MD,7209 RUTHERFORD RD Baltimore MD US 21244,3003393140,HWE; HWM,Instrument; Surgical; Orthopedic; Ac-Powered Motor And Accessory/Attachment; Osteotome,1,"General, Plastic Surgery",,openFDA
"TECHNICAL SERVICES FOR ELECTRONICS, INC.",US,MN,177 Industrial Parkway Jackson MN US 56143,2135338,MRU; IKD; OLM; DTA; LKK; DQK; LWS; PIM; LDF; LGW; MHY; MBX; NHL; QON; GZF; DRF; GZB; EZW; MVK; DSA; LPB; LWP; KRG; DXY; NKE; NVZ; OSR,Implanted Subcortical Electrical Stimulator (Motor Disorders); Cable; Electrode; Deep Brain Stimulator For Obsessive Compulsive Disorder (Ocd); Tester; Pacemaker Electrode Function; Pump; Infusion; Implanted; Programmable; Computer; Diagnostic; Implantable Cardioverter Defibrillator (Non-Crt); Neuromodulator For Obesity; Pacemaker; Temporary; Stimulator; Spinal-Cord; Totally Implanted For Pain Relief; Electrical; For Parkinsonian Tremor; Thalamic; Epilepsy; For Parkinsonian Symptoms; Implanted Electrical Device Intended For Treatment Of Fecal Incontinence; Peripheral Nerve; Implanted (Pain Relief); Catheter; Electrode Recording; Or Probe; Implantable; For Incontinence; Wearable Automated External Defibrillator; Transducer And Electrode; Patient; (Including Connector); Cardiac Ablation Percutaneous Catheter; Implantable Pulse Generator; Pacemaker (Non-Crt); Programmer; Implantable Pacemaker Pulse-Generator; Pulse Generator; With Cardiac Resynchronization (Crt-P); Permanent; Pacemaker/Icd/Crt Non-Implanted Components,f; 2; 3,"Unknown; Physical Medicine; Cardiovascular; Gastroenterology, Urology; Neurology",,openFDA
ECA MEDICAL INSTRUMENTS,US,CA,1107 Tourmaline Drive Newbury Park CA US 91320,3010052483,MBI; HAO; DWS; OJH; GFA; JDR; HTW; LGW; KDD; HWC; HWE; HRS; HXG; HWT; NWN; LXH; MHY; PJS; NHL,Fastener; Fixation; Nondegradable; Soft Tissue; Instrument; Surgical; Non-Powered; Instruments; Cardiovascular; Orthopedic Tray; Blade; Saw; General & Plastic Surgery; Staple; Bone; Bit; Drill; Stimulator; Spinal-Cord; Totally Implanted For Pain Relief; Kit; Surgical Instrument; Disposable; Screw; Orthopedic; Ac-Powered Motor And Accessory/Attachment; Plate; Tamp; Template; Laparoscopic Bone Anchor Urethropexy Instrument Kit; Orthopedic Manual Surgical Instrument; Electrical; Implanted; For Parkinsonian Tremor; For Essential Tremor; For Parkinsonian Symptoms,2; 1; 3,"Orthopedic; Neurology; Cardiovascular; General, Plastic Surgery; Unknown",,openFDA
SSP-SiMatrix Inc.,US,MT,1131 North U.S. Highway 93 Victor MT US 59875,3009976880,FTL; LCJ,Mesh; Surgical; Polymeric; Tissue Expander And Accessories,2; U,"General, Plastic Surgery; Unknown",,openFDA
"DION LABEL PRINTING, INC.",US,MA,539 North Rd Westfield MA US 01085,3007321367,KGX; IZH,Tape And Bandage; Adhesive; System; X-Ray; Mammographic,1; 2,General Hospital; Radiology,,openFDA
PRECISION MEDICAL TECHNOLOGIES,US,IN,103 Warrener Drive Rome City IN US 46784,3014273424,HWC; HRS; HSB; HXC; HTF; KWP; OSH; JDR; KTT; HTJ; OLO; NKB; MNI; MNH; KWQ; LXH; FTY; HTR,Screw; Fixation; Bone; Plate; Rod; Intramedullary And Accessories; Wrench; Curette; Appliance; Spinal Interlaminal; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis; Staple; Nail/Blade/Plate Combination; Multiple Component; Gauge; Depth; Orthopedic Stereotaxic Instrument; Thoracolumbosacral Pedicle Screw System; Orthosis; Spinal Pedicle Fixation; Spondylolisthesis Spinal Fixation; Spinal Intervertebral Body; Orthopedic Manual Surgical Instrument; Tape; Measuring; Rulers And Calipers; Rasp,2; 1,"Orthopedic; General, Plastic Surgery; Neurology",,openFDA
HEDGEFOG RESEARCH INC.,US,CA,1891 N Gaffey St. Ste 224 San Pedro CA US 90731,3014964775,HQD; MUW; MMQ,Lens; Contact (Other Material) - Daily; Contact (Orthokeratology); Topographer; Corneal; Ac-Powered,2; 1,Ophthalmic,,openFDA
"MICHCLONE ASSOCIATES, INC.",US,MI,1713 Larchwood Dr Troy MI US 48083,1831312,GHM,Test; Sickle Cell,2,Hematology,K842955; K860812,openFDA
RICHARD-ALLAN SCIENTIFIC LLC,US,MI,4481 CAMPUS DR. KALAMAZOO MI US 49008,1831638,LED; KDX; IFB; JCC; LDW; HYI; JTS; KEO; PPM; HYF; KEM; IFP; IAF; HZJ; LEB; LEE; LDZ,Stains; Chemical Solution; Solution; Decalcifier; Acid Containing; Cytocentrifuge; Ph Buffer; Fixative; Iodine; Grams; Microbiologic; Formulations; Paraffin; All; General Purpose Reagent; Giemsa Stain; Agent; Clearing; Formalin; Neutral Buffered; Wright'S Stain; Stain; Papanicolau; Mounting Media; Dye Solution; Alcohol Containing,1,Hematology; Pathology,,openFDA
ALL TYPE WELDING & FABRICATION,US,OH,7690 Bond St Solon OH US 44139,3008307004,BWN,Table And Attachments; Operating-Room,1,"General, Plastic Surgery",,openFDA
"BORDER OPPORTUNITY SAVER SYSTEMS, INC.",US,TX,10 Finegan Rd Del Rio TX US 78840,1640425,JCY; LWG; NZD; FMP; IPM; GCY; ILH; ITC; MCY; KGX; DSW; ISR,Catheter; Infusion; Surgical Table Cushion; Stretcher; Patient Restraint; Protector; Skin Pressure; Cover; Limb; Apparatus; Suction; Single Patient Use; Portable; Nonpowered; Splint; Hand; And Components; Stirrup; External Brace Component; Wound Dressing Kit; Tape And Bandage; Adhesive; Bag; Polymeric Mesh; Pacemaker; Band Or Belt; Pelvic Support,1; 2,"General, Plastic Surgery; General Hospital; Physical Medicine; Cardiovascular",,openFDA
CURRIER PLASTICS,US,NY,101 Columbus St Auburn NY US 13021,1319436,CKA; JJE; DLZ; JGS; JIT; JJY; JHY; CFT; JIX; CFQ; CDQ; CGZ; CEP; CEM; CGJ,Nadh Oxidation/Nad Reduction; Alt/Sgpt; Analyzer; Chemistry (Photometric; Discrete); For Clinical Use; Enzyme Immunoassay; Phenobarbital; Electrode; Ion Specific; Sodium; Calibrator; Secondary; Multi-Analyte Controls; All Kinds (Assayed); Colorimetric Method; Cpk Or Isoenzymes; Radioimmunoassay; Prolactin (Lactogen),1; 2,Clinical Chemistry; Clinical Toxicology; Immunology,,openFDA
"MERIT MEDICAL SYSTEMS, INC.",US,UT,1600 WEST MERIT PKWY. South Jordan UT US 84095,1721504,OJV; PXU; OEX; LDF; DQX; PYB; OAR; OEZ; NWU; NRY; PTL; PPD; OEQ; OAD; KGZ; OWL; DTE; PEV; OJA; DWS,Single Use Instrument Tray; Fluid Drainage Tray; Cardiovascular Catheter Sheath Introducer Kit; Electrode; Pacemaker; Temporary; Wire; Guide; Catheter; Minor Surgical Procedures Tray; Injector; Vertebroplasty (Does Not Contain Cement); Cardiovascular Procedure Kit; Endoscope Introducer Kit; Thrombus Retriever; Exempt; Universal Drainage Tray; Angiography/Angioplasty Kit; Percutaneous; Cardiac Ablation; For Treatment Of Atrial Flutter; Accessories; Peripheral Catheter Insertion Kit; Pulse-Generator; External; Dialysis Administration Kit; Intravenous Extension Tubing Set; Instruments; Surgical; Cardiovascular,1; 2; 3,"General, Plastic Surgery; Cardiovascular; Orthopedic; Gastroenterology, Urology; Unknown; General Hospital",,openFDA
"Dymax, Corp.",US,PA,141 Zehner School Rd Zelienople PA US 16063,3013041594,LJS; ITX; LLZ; IYO; EXS; DWJ; GEX; LRJ; KNW; IYN; FOX; NZU,Catheter; Intravascular; Therapeutic; Long-Term Greater Than 30 Days; Transducer; Ultrasonic; Diagnostic; System; Image Processing; Radiological; Imaging; Pulsed Echo; Urinometer; Electrical; Thermal Regulating; Powered Laser Surgical Instrument; Disinfectant; Medical Devices; Instrument; Biopsy; Pulsed Doppler; Stand; Infusion; Collector; Urine; Powered; Non Indwelling Catheter,2; 1,"General Hospital; Radiology; Gastroenterology, Urology; Cardiovascular; General, Plastic Surgery",K182281; K152554,openFDA
SAMAX PRECISION INC.,US,CA,926 w. evelyn ave Sunnyvale CA US 94086,3007111496,NAY; GCJ; GDW,System; Surgical; Computer Controlled Instrument; Laparoscope; General & Plastic Surgery; Staple; Implantable,2,"Gastroenterology, Urology; General, Plastic Surgery",,openFDA
TOPPAN TEQ LLC,US,IL,11287 Kiley Drive Huntley IL US 60142,1450758,FLL; FTA,Continuous Measurement Thermometer; Light; Surgical; Accessories,2,"General Hospital; General, Plastic Surgery",,openFDA
"WHITECAP DENTAL LAB AND MILLING, LLC",US,UT,734 East Utah Valley Drive Ste 100 American Fork UT US 84003,3010860907,NHA; NDP,Abutment; Implant; Dental; Endosseous; Accessories,2; 1,Dental,,openFDA
Molex Little Rock,US,AR,801 Murphy Drive Maumelle AR US 72113,3011397539,PHP,System; Colorectal Neoplasia; Dna Methylation And Hemoglobin Detection,3,Unknown,,openFDA
"Freudenberg Medical, LLC",US,CA,5050 Rivergrade Rd Baldwin Park CA US 91706,2031897,KGX; MKY; BYD; HHE,Tape And Bandage; Adhesive; System; Skin Closure; Condenser; Heat And Moisture (Artificial Nose); Cup; Menstrual,1; 2,"General Hospital; General, Plastic Surgery; Anesthesiology; Obstetrics/Gynecology",,openFDA
"DENTAL TECHNOLOGIES, INC.",US,IL,6901 NORTH HAMLIN AVE. Lincolnwood IL US 60712,1413475,EBF; KLE; QJC; EMA; ELW; KJJ; KOJ; EMB; LBH; ELC; LFD; EBC; EFB; EAZ,Material; Tooth Shade; Resin; Agent; Tooth Bonding; Plaque Disclosing Agent; Cement; Dental; Impression; Cleanser; Root Canal; Airbrush; Zinc Oxide Eugenol; Varnish; Cavity; Scaler; Ultrasonic; Saliva; Artificial; Sealant; Pit And Fissure; And Conditioner; Handpiece; Air-Powered; Light; Operating,2; 1; U,Dental; Unknown,K940120; K790596,openFDA
"HART ENTERPRISES, INC.",US,MI,400 APPLEJACK CT. SPARTA MI US 49345,1828424,GDM; KNW; FBK; GAA; DRE; GBZ; GCB; FMI; BSP; DWO; DYB,Needle; Aspiration And Injection; Reusable; Instrument; Biopsy; Endoscopic Injection Needle; Gastroenterology-Urology; Disposable; Dilator; Vessel; For Percutaneous Catheterization; Catheter; Cholangiography; Hypodermic; Single Lumen; Conduction; Anesthetic (W/Wo Introducer); Cardiovascular; Introducer,1; 2,"General, Plastic Surgery; Gastroenterology, Urology; Cardiovascular; General Hospital; Anesthesiology",,openFDA
"HEITCO, INC.",US,OH,1273 Lear Industrial Pkwy Avon OH US 44011,3007141164,KME; NOC,Bedding; Disposable; Medical; Splint; Extremity; Non-Inflatable; External; Non-Sterile,1,"General Hospital; General, Plastic Surgery",,openFDA
Betts Precision,US,IL,4857 W 115TH St Alsip IL US 60803,3027614879,ETN; HWB; LXH,Stimulator; Nerve; Extractor; Orthopedic Manual Surgical Instrument,2; 1,"Ear, Nose, Throat; Orthopedic",,openFDA
BIORESOURCE TECHNOLOGY,US,FL,1800 N Commerce Pkwy Weston FL US 33326,1058931,JJY,Multi-Analyte Controls; All Kinds (Assayed),1,Clinical Chemistry,,openFDA
GUARDSMAN GLOBAL,US,IL,550 Albion Ave#180 Schaumburg IL US 60193,3017236126,LRJ,Disinfectant; Medical Devices,1,General Hospital,,openFDA
"ALLIED PRINTING SERVICES, INC.",US,CT,One Allied Way Manchester CT US 06042,3007972833,NRK; OID,Kit; Test; Olfactory; Sex Crimes / Sexual Assault / Suspect Evidence Collection Kit (Excludes Hiv Testing),2; 1,"Ear, Nose, Throat; Microbiology",,openFDA
"NORTECH SYSTEMS, INC.",US,MN,925 SIXTH AVENUE NE Milaca MN US 56353,2183613,BWF; KOI; NRB; NAM; KNW; DWJ; PGT; IZD; IQI; BXN; MWI; DQA; MSX; BZQ; DRG; KLA; KNS; FQH; GXD; GEI; IKN; MNQ,Spirometer; Therapeutic (Incentive); Stimulator; Nerve; Peripheral; Electric; Wound Cleaner; Ultrasound; Peripheral Nerve; Non-Implanted; For Urinary Incontinence; Instrument; Biopsy; System; Thermal Regulating; Insufflator; Hysteroscopic; Fluid; Closed-Loop Recirculation With Cutter-Coagulator; Endoscopic; Bipolar; Probe; Uptake; Nuclear; Orthosis; Limb Brace; Battery-Powered; Monitor; Physiological; Patient (Without Arrhythmia Detection Or Alarms); Oximeter; Network And Communication; Physiological Monitors; Breathing Frequency; Transmitters And Receivers; Physiological Signal; Radiofrequency; Esophageal Motility; Anorectal Motility; And Tube; Unit; Electrosurgical; Endoscopic (With Or Without Accessories); Lavage; Jet; Generator; Lesion; Cutting & Coagulation & Accessories; Electromyograph; Diagnostic; Hypoglossal Nerve; Implanted; Apnea,2; 1; 3,"Anesthesiology; General, Plastic Surgery; Gastroenterology, Urology; Cardiovascular; Obstetrics/Gynecology; Radiology; Physical Medicine; General Hospital; Neurology; Unknown",,openFDA
